@RELATION .\uk-2007-05.obvious_features.csv

@ATTRIBUTE hostid NUMERIC
@ATTRIBUTE number_of_pages NUMERIC
@ATTRIBUTE length_of_hostname NUMERIC
@ATTRIBUTE class {spam,nonspam}
@ATTRIBUTE assessmentscore NUMERIC


@DATA
92717,1,18,nonspam,0.000000
92793,8,19,nonspam,0.000000
92800,111,17,nonspam,0.250000
92802,278,17,nonspam,0.000000
92833,24,23,nonspam,0.000000
92846,1,26,spam,1.000000
92847,45,24,nonspam,0.000000
92882,9,34,nonspam,0.000000
92901,51,19,nonspam,0.214286
92906,1,17,nonspam,0.000000
92923,274,15,nonspam,0.000000
92939,41,24,nonspam,0.000000
92956,2,27,nonspam,0.000000
92967,14,24,nonspam,0.000000
92978,239,21,nonspam,0.000000
93002,552,22,nonspam,0.000000
93010,1,20,nonspam,0.000000
93015,31,17,nonspam,0.000000
93016,1,22,nonspam,0.000000
93030,33,28,nonspam,0.000000
93051,1,23,nonspam,0.000000
93109,13,28,nonspam,0.000000
93153,618,25,nonspam,0.200000
93219,1,20,nonspam,0.000000
93255,4,14,nonspam,0.000000
93260,2,17,nonspam,0.000000
93326,2,31,nonspam,0.000000
93330,104,19,nonspam,0.000000
93336,6,19,nonspam,0.000000
93340,10,24,nonspam,0.000000
93343,45,22,nonspam,0.000000
93381,265,22,nonspam,0.250000
93386,15,23,nonspam,0.166667
93418,8,23,nonspam,0.000000
93419,2,21,nonspam,0.000000
93421,1,27,nonspam,0.000000
93477,6641,23,nonspam,0.000000
93480,54,26,nonspam,0.000000
93493,17,43,nonspam,0.000000
93525,228,29,nonspam,0.000000
93550,1707,22,nonspam,0.000000
93594,5,21,nonspam,0.000000
93603,131,27,nonspam,0.000000
93672,621,18,nonspam,0.250000
93674,2,25,nonspam,0.000000
93685,1,24,nonspam,0.000000
93686,4,20,nonspam,0.000000
93729,332,15,nonspam,0.000000
93731,56,17,nonspam,0.000000
93744,27915,20,nonspam,0.000000
93750,99,26,nonspam,0.000000
93758,38,42,nonspam,0.000000
93773,34,26,nonspam,0.000000
93871,3,19,nonspam,0.000000
93889,26,20,nonspam,0.000000
93965,8,26,nonspam,0.000000
94000,25,31,nonspam,0.000000
94028,86,15,nonspam,0.000000
94063,2,26,nonspam,0.000000
94144,32,19,nonspam,0.000000
94285,17,26,nonspam,0.000000
94308,22052,22,nonspam,0.250000
94330,34,25,nonspam,0.125000
94394,20,27,nonspam,0.000000
94477,77,19,nonspam,0.000000
94521,1,27,spam,1.000000
94602,351,15,nonspam,0.000000
94621,1,22,spam,1.000000
94635,41,16,nonspam,0.000000
94672,34,15,nonspam,0.000000
94694,10,16,nonspam,0.000000
94720,19,21,nonspam,0.000000
94748,188,16,nonspam,0.000000
94774,1,26,nonspam,0.000000
94802,12,29,nonspam,0.000000
94852,39498,24,nonspam,0.000000
94887,19,25,nonspam,0.000000
94897,3,21,nonspam,0.000000
94965,13,19,nonspam,0.000000
94975,1,37,spam,0.666667
94999,13,24,nonspam,0.000000
95020,1,16,nonspam,0.000000
95039,8095,24,nonspam,0.000000
95057,13,22,nonspam,0.000000
95090,5,19,nonspam,0.000000
95091,21,25,nonspam,0.000000
95096,22,19,nonspam,0.250000
95102,8,20,nonspam,0.000000
95131,12656,14,spam,0.800000
95189,41,29,nonspam,0.000000
95244,9,19,nonspam,0.000000
95263,7426,21,nonspam,0.000000
95282,92,25,nonspam,0.000000
95332,1,19,nonspam,0.000000
95347,4,14,nonspam,0.000000
95378,280,13,nonspam,0.000000
95385,11,25,nonspam,0.000000
95388,7,14,nonspam,0.000000
95478,2207,30,nonspam,0.000000
95499,16,23,nonspam,0.250000
95508,16,28,nonspam,0.000000
95522,52,21,nonspam,0.000000
95614,50,21,nonspam,0.250000
95652,75,19,nonspam,0.000000
95663,2984,26,nonspam,0.000000
95676,42,30,nonspam,0.000000
95679,43,22,nonspam,0.250000
95692,1,23,nonspam,0.000000
95695,192,15,nonspam,0.000000
95720,2,21,nonspam,0.000000
95751,36,16,nonspam,0.000000
95752,204,21,nonspam,0.000000
95770,64,36,nonspam,0.000000
95815,9,18,nonspam,0.000000
95826,1,20,nonspam,0.000000
95945,26,34,nonspam,0.000000
95974,1,22,nonspam,0.000000
95989,15,24,nonspam,0.000000
95996,185,41,nonspam,0.000000
96038,38,32,nonspam,0.000000
96042,9,19,nonspam,0.000000
96045,1,23,nonspam,0.000000
96061,164,19,nonspam,0.000000
96067,1,19,nonspam,0.000000
96098,10,29,nonspam,0.000000
96133,50,16,nonspam,0.000000
96134,6,22,nonspam,0.000000
96140,1,18,spam,1.000000
96166,17,19,nonspam,0.000000
96195,386,20,nonspam,0.000000
96209,87,21,nonspam,0.000000
96219,3805,19,nonspam,0.000000
96237,7,21,nonspam,0.000000
96274,5,23,nonspam,0.000000
96289,16,28,nonspam,0.000000
96329,7,25,nonspam,0.000000
96343,165,29,nonspam,0.000000
96414,4,29,nonspam,0.000000
96500,188,21,nonspam,0.000000
96502,3,20,nonspam,0.000000
96511,322,14,nonspam,0.000000
96616,29,24,nonspam,0.000000
96633,1,17,nonspam,0.000000
96699,124,24,nonspam,0.000000
96762,1,18,nonspam,0.000000
96765,65,18,nonspam,0.000000
96816,64,16,nonspam,0.000000
96842,22,26,nonspam,0.000000
96846,1,32,nonspam,0.000000
96849,8,33,nonspam,0.000000
96888,2070,18,spam,1.000000
96898,292,25,nonspam,0.000000
96977,3,16,nonspam,0.000000
96988,7,44,nonspam,0.000000
97004,31,27,nonspam,0.000000
97032,19,22,nonspam,0.000000
97037,125,16,nonspam,0.000000
97082,72,21,nonspam,0.000000
97094,81,16,nonspam,0.000000
97156,6,28,nonspam,0.000000
97164,1,38,nonspam,0.000000
97198,6,22,nonspam,0.000000
97212,15969,25,nonspam,0.000000
97268,1087,21,nonspam,0.000000
97275,64,32,nonspam,0.000000
97276,29,26,nonspam,0.000000
97317,46,26,nonspam,0.000000
97369,15,23,nonspam,0.000000
97371,12,30,nonspam,0.250000
97422,4,35,nonspam,0.000000
97458,3359,34,nonspam,0.250000
97512,1,30,nonspam,0.000000
97536,68,24,nonspam,0.000000
97541,12,27,nonspam,0.000000
97649,62,21,spam,0.750000
97726,3603,31,nonspam,0.000000
97746,1056,25,nonspam,0.000000
97758,1,26,nonspam,0.000000
97804,1,21,nonspam,0.000000
97820,4,31,nonspam,0.000000
97845,71,23,nonspam,0.000000
97857,96,26,nonspam,0.000000
97868,322,15,nonspam,0.000000
97881,12,22,nonspam,0.000000
97886,48,22,nonspam,0.000000
97897,2,27,nonspam,0.000000
97907,1,23,spam,0.750000
97970,30708,17,nonspam,0.000000
98018,34,26,nonspam,0.000000
98058,30,24,nonspam,0.000000
98069,362,28,nonspam,0.333333
98098,1766,18,nonspam,0.000000
98148,23,20,nonspam,0.000000
98183,30,27,nonspam,0.000000
98198,117,23,nonspam,0.000000
98219,18,26,nonspam,0.000000
98220,488,16,nonspam,0.000000
98269,27,35,nonspam,0.000000
98334,210,14,nonspam,0.000000
98349,15,35,nonspam,0.000000
98410,21,27,nonspam,0.000000
98416,26,31,nonspam,0.000000
98455,486,31,nonspam,0.000000
98464,1,37,nonspam,0.000000
98509,8,27,nonspam,0.000000
98540,1,22,nonspam,0.000000
98554,474,21,nonspam,0.000000
98567,6,22,nonspam,0.000000
98609,14,21,nonspam,0.000000
98613,33,19,nonspam,0.000000
98774,25,28,nonspam,0.000000
98852,11,20,nonspam,0.000000
98876,101,17,nonspam,0.000000
98886,2007,20,nonspam,0.250000
98890,6,22,nonspam,0.000000
98908,120,31,nonspam,0.000000
98923,8,22,nonspam,0.000000
98924,76,37,spam,1.000000
98926,42213,21,nonspam,0.000000
98939,4439,22,nonspam,0.000000
98945,29,24,nonspam,0.000000
98969,78,26,nonspam,0.000000
98994,345,25,nonspam,0.000000
98999,127,22,nonspam,0.000000
99005,67,28,nonspam,0.000000
99068,13,23,nonspam,0.000000
99091,6,26,nonspam,0.000000
99115,40,20,nonspam,0.000000
99149,5,18,nonspam,0.000000
99268,80,21,nonspam,0.000000
99310,14,28,nonspam,0.000000
99320,229,24,nonspam,0.000000
99332,71,27,nonspam,0.000000
99359,107,16,nonspam,0.000000
99371,16,23,nonspam,0.000000
99374,95,25,nonspam,0.000000
99422,1,24,nonspam,0.000000
99434,43,25,nonspam,0.000000
99454,87,21,nonspam,0.000000
99482,18,17,nonspam,0.000000
99678,8077,20,nonspam,0.000000
99696,4,24,nonspam,0.000000
99715,27,24,nonspam,0.000000
99731,27,18,nonspam,0.000000
99742,153,20,nonspam,0.000000
99749,8,22,nonspam,0.000000
99777,1,25,nonspam,0.000000
99855,1,27,nonspam,0.000000
99860,68,37,nonspam,0.000000
99880,4,19,nonspam,0.000000
99889,5,27,nonspam,0.000000
99910,6,28,nonspam,0.000000
99912,4,16,nonspam,0.000000
99943,25,22,nonspam,0.000000
100012,14,27,nonspam,0.000000
100027,8,27,nonspam,0.000000
100055,108,24,nonspam,0.000000
100113,1,25,nonspam,0.000000
100114,29,17,nonspam,0.000000
100130,7,22,nonspam,0.000000
100150,21,17,nonspam,0.000000
100172,12,24,nonspam,0.000000
100202,1,27,nonspam,0.000000
100236,5,24,nonspam,0.000000
100341,19,20,nonspam,0.000000
100353,16,22,nonspam,0.000000
100372,32,19,nonspam,0.000000
100407,1,14,nonspam,0.000000
100422,32,21,nonspam,0.000000
100469,62,20,nonspam,0.000000
100490,10,28,nonspam,0.000000
100555,136,15,nonspam,0.000000
100611,26,15,nonspam,0.000000
100618,13,15,nonspam,0.000000
100630,42,16,nonspam,0.000000
100732,16,25,nonspam,0.000000
100755,8269,24,nonspam,0.000000
100757,55,27,nonspam,0.000000
100775,1,24,nonspam,0.000000
100778,231,18,nonspam,0.000000
100812,17350,25,spam,0.666667
100817,54,18,nonspam,0.000000
100819,49,23,nonspam,0.000000
100848,36,19,nonspam,0.000000
100856,1,19,nonspam,0.000000
100858,1166,19,nonspam,0.000000
100868,31,21,nonspam,0.000000
100935,49,22,nonspam,0.000000
101002,1101,21,nonspam,0.000000
101027,89,32,nonspam,0.000000
101035,38122,24,nonspam,0.000000
101064,8,17,nonspam,0.250000
101088,28,26,nonspam,0.000000
101129,206,16,nonspam,0.000000
101161,1,20,nonspam,0.000000
101182,3563,18,nonspam,0.000000
101251,1,21,nonspam,0.000000
101256,4,18,nonspam,0.000000
101257,117,21,nonspam,0.000000
101258,1,31,nonspam,0.000000
101296,26,26,nonspam,0.000000
101317,12,31,nonspam,0.000000
101325,33,21,nonspam,0.000000
101344,1,28,nonspam,0.000000
101359,99,21,nonspam,0.000000
101369,192,15,nonspam,0.000000
101390,69,21,nonspam,0.000000
101413,3321,32,nonspam,0.250000
101466,24,28,nonspam,0.000000
101507,17,16,nonspam,0.000000
101576,9010,18,nonspam,0.000000
101621,60,20,nonspam,0.000000
101671,6,31,nonspam,0.000000
101685,2,28,nonspam,0.000000
101792,1,20,nonspam,0.000000
101816,3,14,nonspam,0.000000
101864,28,22,nonspam,0.000000
101920,8,26,nonspam,0.000000
101946,9,20,nonspam,0.000000
102001,18,24,nonspam,0.000000
102012,1,14,nonspam,0.000000
102048,16,27,nonspam,0.000000
102062,1,18,nonspam,0.000000
102082,26,22,nonspam,0.000000
102083,365,19,nonspam,0.000000
102091,17,31,nonspam,0.000000
102106,1,25,nonspam,0.000000
102139,2505,22,nonspam,0.000000
102250,187,23,nonspam,0.000000
102303,381,19,nonspam,0.000000
102305,59,17,nonspam,0.000000
102315,5,25,nonspam,0.000000
102320,30,21,nonspam,0.000000
102324,1653,20,nonspam,0.000000
102340,635,20,nonspam,0.000000
102427,26,19,nonspam,0.000000
102446,3071,25,nonspam,0.000000
102466,3947,26,nonspam,0.000000
102483,69,19,nonspam,0.357143
102504,7,23,nonspam,0.000000
102510,8,24,nonspam,0.000000
102548,237,25,spam,1.000000
102582,1,29,nonspam,0.000000
102585,43,32,nonspam,0.000000
102614,1,27,nonspam,0.000000
102622,7,21,nonspam,0.000000
102714,26,13,nonspam,0.000000
102720,5,17,nonspam,0.000000
102739,12,16,nonspam,0.000000
102777,7,28,nonspam,0.000000
102857,15,40,nonspam,0.000000
102895,1,25,nonspam,0.000000
102929,1,33,nonspam,0.000000
102931,955,30,nonspam,0.000000
102940,12,22,nonspam,0.000000
102962,239,24,nonspam,0.000000
102966,7,28,nonspam,0.000000
102983,8,21,nonspam,0.000000
103015,596,26,nonspam,0.000000
103027,9,20,nonspam,0.000000
103038,51,17,nonspam,0.000000
103063,1031,22,nonspam,0.000000
103064,1,20,spam,1.000000
103075,56,21,nonspam,0.000000
103095,29,33,nonspam,0.000000
103103,48,21,nonspam,0.000000
103111,911,24,nonspam,0.000000
103116,170,23,nonspam,0.000000
103129,156,21,nonspam,0.000000
103213,6,26,nonspam,0.000000
103226,43,21,nonspam,0.000000
103234,1,22,nonspam,0.000000
103238,6,23,nonspam,0.000000
103256,4,30,nonspam,0.000000
103286,44,27,nonspam,0.000000
103300,8,24,nonspam,0.000000
103328,10,21,nonspam,0.000000
103493,359,23,nonspam,0.250000
103498,25,27,nonspam,0.000000
103571,155,16,nonspam,0.000000
103598,83,26,nonspam,0.125000
103605,1275,22,nonspam,0.000000
103637,22,20,nonspam,0.000000
103638,57,31,spam,0.666667
103648,19,22,nonspam,0.000000
103657,35,26,nonspam,0.000000
103697,2609,21,nonspam,0.000000
103718,13,25,nonspam,0.000000
103736,756,17,nonspam,0.000000
103796,540,27,nonspam,0.000000
103810,24,25,nonspam,0.000000
103829,1,26,nonspam,0.166667
103831,2,36,nonspam,0.000000
103854,951,31,nonspam,0.000000
103879,1,17,nonspam,0.000000
103922,1,23,nonspam,0.000000
104017,54,24,nonspam,0.000000
104023,5,18,nonspam,0.250000
104028,3,21,nonspam,0.000000
104075,13,31,nonspam,0.000000
104086,8,20,nonspam,0.000000
104114,1,28,nonspam,0.000000
104209,1,23,nonspam,0.000000
104213,382,23,nonspam,0.000000
104215,62,26,nonspam,0.000000
104251,7,30,nonspam,0.000000
104252,7,29,nonspam,0.000000
104267,1,18,spam,1.000000
104338,1,20,nonspam,0.000000
104399,9,37,nonspam,0.000000
104410,1,21,spam,0.750000
104449,1,26,nonspam,0.000000
104453,7,26,nonspam,0.000000
104461,1275,27,nonspam,0.250000
104480,597,28,spam,0.750000
104501,762,25,nonspam,0.000000
104547,79,18,nonspam,0.000000
104587,1,20,nonspam,0.000000
104601,1,30,nonspam,0.000000
104623,8,27,nonspam,0.000000
104659,1,23,nonspam,0.000000
104701,365,25,nonspam,0.000000
104717,1,35,spam,1.000000
104780,1,20,nonspam,0.000000
104797,12,24,nonspam,0.000000
104856,36,23,nonspam,0.250000
104871,911,20,nonspam,0.000000
104909,3,19,nonspam,0.000000
104911,28,21,nonspam,0.000000
104978,39,26,nonspam,0.000000
104993,1,19,nonspam,0.000000
104997,28,21,nonspam,0.000000
105074,1,19,nonspam,0.000000
105087,6,22,nonspam,0.000000
105095,56,25,nonspam,0.000000
105122,106,21,nonspam,0.000000
105127,36,15,nonspam,0.000000
105128,21,20,nonspam,0.187500
105166,15,16,nonspam,0.000000
105205,20,27,nonspam,0.000000
105225,7,22,nonspam,0.000000
105236,35,19,nonspam,0.000000
105262,10,27,nonspam,0.000000
105273,14,30,nonspam,0.000000
105323,12,19,spam,0.562500
105344,10942,16,nonspam,0.000000
105407,111,17,nonspam,0.000000
105414,87,23,nonspam,0.000000
105437,4,20,nonspam,0.000000
105448,1,17,nonspam,0.000000
105465,1,20,spam,1.000000
105495,15,13,nonspam,0.000000
105549,1,22,nonspam,0.000000
105574,231,23,nonspam,0.000000
105607,1,17,nonspam,0.000000
105623,1165,21,nonspam,0.000000
105668,449,21,nonspam,0.000000
105715,30,27,spam,1.000000
105718,1,18,nonspam,0.000000
105762,1,18,nonspam,0.000000
105796,17,34,nonspam,0.000000
105859,5,32,nonspam,0.000000
105871,108,25,nonspam,0.000000
105876,16,28,nonspam,0.000000
105877,345,24,nonspam,0.000000
105897,4,26,nonspam,0.000000
105940,7,27,nonspam,0.000000
105949,63,32,nonspam,0.000000
105984,3,24,nonspam,0.000000
106022,1,19,nonspam,0.000000
106062,1,18,nonspam,0.000000
106231,5,23,nonspam,0.000000
106238,1517,24,nonspam,0.000000
106256,183,26,nonspam,0.000000
106328,3789,18,nonspam,0.000000
106332,23,21,nonspam,0.000000
106351,35,19,nonspam,0.000000
106365,59,24,nonspam,0.000000
106394,63,27,nonspam,0.000000
106416,1,25,spam,1.000000
106462,156,27,spam,1.000000
106495,13,19,nonspam,0.000000
106498,104,18,nonspam,0.000000
106508,7,15,nonspam,0.000000
106587,11,23,nonspam,0.000000
106614,1,23,nonspam,0.000000
106620,58,20,nonspam,0.000000
106638,13,33,nonspam,0.000000
106764,317,19,nonspam,0.000000
106775,8,27,nonspam,0.000000
106817,1,19,nonspam,0.000000
106865,17,20,nonspam,0.000000
106914,67,18,nonspam,0.000000
106918,37,23,nonspam,0.000000
106962,9,16,nonspam,0.000000
106968,4,20,nonspam,0.000000
106984,1,25,nonspam,0.000000
107047,906,29,nonspam,0.000000
107081,355,21,nonspam,0.000000
107137,1,21,spam,1.000000
107168,390,23,nonspam,0.000000
107236,1,14,nonspam,0.000000
107288,274,14,nonspam,0.000000
107319,21,21,nonspam,0.125000
107386,30,34,nonspam,0.000000
107414,3,29,nonspam,0.000000
107492,1,21,nonspam,0.000000
107507,58,22,nonspam,0.000000
107521,6,15,nonspam,0.000000
107546,71,33,nonspam,0.000000
107550,13,27,nonspam,0.000000
107590,14,20,spam,1.000000
107614,7,21,nonspam,0.375000
107646,9,23,spam,1.000000
107666,22,15,nonspam,0.187500
107672,20,16,nonspam,0.000000
107675,1235,15,nonspam,0.000000
107686,17,15,nonspam,0.000000
107690,122,15,nonspam,0.000000
107733,7,23,nonspam,0.000000
107825,388,20,nonspam,0.000000
107864,1383,24,nonspam,0.277778
107899,6,16,nonspam,0.000000
107923,47,21,nonspam,0.000000
108000,15,26,nonspam,0.000000
108074,26,27,nonspam,0.250000
108087,43,18,nonspam,0.000000
108097,33,22,nonspam,0.000000
108111,11,24,nonspam,0.000000
108167,1,14,nonspam,0.000000
108182,503,16,nonspam,0.000000
108193,10,26,nonspam,0.000000
108216,28,19,nonspam,0.000000
108225,6262,27,nonspam,0.000000
108229,1,25,nonspam,0.000000
108242,1867,26,nonspam,0.000000
108263,1389,33,nonspam,0.000000
108270,22,18,nonspam,0.000000
108293,79,31,nonspam,0.000000
108300,42,17,spam,1.000000
108330,1,25,nonspam,0.000000
108351,54,24,nonspam,0.000000
108370,17,31,nonspam,0.000000
108371,1,26,nonspam,0.000000
108400,67,26,nonspam,0.000000
108464,401,24,nonspam,0.000000
108495,47,24,nonspam,0.000000
108509,36,17,nonspam,0.000000
108510,25,26,nonspam,0.000000
108527,2722,29,nonspam,0.000000
108555,2,13,nonspam,0.000000
108569,1,30,nonspam,0.000000
108605,10,20,nonspam,0.000000
108618,19,32,nonspam,0.000000
108709,32,16,nonspam,0.000000
108722,1,21,nonspam,0.000000
108752,8,17,nonspam,0.250000
108758,31,21,nonspam,0.000000
108840,129,22,nonspam,0.000000
108871,22,22,nonspam,0.000000
108918,7,18,nonspam,0.000000
108920,14,18,nonspam,0.000000
108929,6,14,nonspam,0.000000
108977,24,27,nonspam,0.000000
109014,1,23,nonspam,0.000000
109049,2,21,nonspam,0.285714
109057,2,20,nonspam,0.000000
109063,4,19,nonspam,0.000000
109100,5,21,nonspam,0.000000
109148,10,19,nonspam,0.000000
109158,40,19,nonspam,0.000000
109219,9,19,nonspam,0.000000
109258,129,35,nonspam,0.000000
109295,30,24,nonspam,0.000000
109300,1,21,nonspam,0.000000
109335,8444,31,nonspam,0.000000
109343,208,23,nonspam,0.000000
109345,10,22,nonspam,0.000000
109352,1209,23,nonspam,0.000000
109394,3,17,nonspam,0.000000
109466,36,20,nonspam,0.000000
109500,118,15,nonspam,0.000000
109525,381,20,nonspam,0.000000
109537,16622,20,nonspam,0.000000
109540,3,23,nonspam,0.250000
109544,215,21,nonspam,0.000000
109565,46,18,nonspam,0.000000
109659,9,30,nonspam,0.250000
109665,168,14,nonspam,0.000000
109713,1,25,nonspam,0.000000
109740,8,26,nonspam,0.000000
109749,89,24,nonspam,0.000000
109777,3,33,nonspam,0.000000
109779,18,16,nonspam,0.000000
109795,1,23,nonspam,0.000000
109835,15,28,nonspam,0.000000
109867,828,18,nonspam,0.000000
109936,4,21,nonspam,0.000000
109983,1,21,nonspam,0.250000
109991,48,15,nonspam,0.000000
110121,1,28,nonspam,0.000000
110146,188,20,nonspam,0.000000
110157,9,23,nonspam,0.000000
110271,10,22,nonspam,0.000000
110300,328,24,nonspam,0.000000
110322,1,21,nonspam,0.000000
110325,8,24,nonspam,0.000000
110333,1,22,nonspam,0.000000
110373,1223,15,nonspam,0.000000
110380,53,28,nonspam,0.000000
110390,5,26,nonspam,0.083333
110423,3,17,nonspam,0.000000
110463,2,14,nonspam,0.000000
110514,30,15,nonspam,0.000000
110574,11,19,nonspam,0.250000
110575,106,23,nonspam,0.000000
110581,6,19,nonspam,0.000000
110596,76,22,nonspam,0.071429
110621,1,29,nonspam,0.000000
110732,181,16,nonspam,0.000000
110835,26,23,nonspam,0.000000
110865,902,26,nonspam,0.000000
110890,16,22,nonspam,0.000000
110897,2,19,nonspam,0.000000
110986,52,21,nonspam,0.000000
111070,21,21,nonspam,0.000000
111095,14,29,nonspam,0.000000
111169,16,29,nonspam,0.000000
111215,1260,26,nonspam,0.250000
111236,8,26,nonspam,0.000000
111238,1069,25,nonspam,0.000000
111346,1,44,nonspam,0.000000
111356,3395,22,nonspam,0.000000
111361,107,29,nonspam,0.000000
111401,27,24,nonspam,0.000000
111434,6,31,nonspam,0.000000
111477,3,17,nonspam,0.000000
111502,75,28,nonspam,0.250000
111561,4056,29,nonspam,0.000000
111575,12,15,nonspam,0.000000
111709,1,18,nonspam,0.000000
111724,22,31,nonspam,0.000000
111736,13,31,nonspam,0.000000
111773,1,20,nonspam,0.000000
111783,60,18,nonspam,0.250000
111808,1,24,nonspam,0.000000
111823,4,30,nonspam,0.000000
111853,124,19,nonspam,0.000000
111863,28,25,nonspam,0.000000
111900,1,23,nonspam,0.000000
111929,21,21,spam,1.000000
111943,19,22,nonspam,0.300000
111960,9,26,nonspam,0.000000
111982,34,23,nonspam,0.000000
111986,142,23,nonspam,0.000000
111993,174,20,nonspam,0.000000
112000,1,25,nonspam,0.000000
112025,1797,20,nonspam,0.000000
112026,8,21,nonspam,0.000000
112085,9,21,nonspam,0.000000
112115,39,26,nonspam,0.000000
112131,4,28,nonspam,0.000000
112135,87,23,nonspam,0.000000
112137,5,30,nonspam,0.000000
112143,20,26,nonspam,0.000000
112176,96,29,nonspam,0.000000
112178,30,23,nonspam,0.250000
112182,30172,26,nonspam,0.000000
112263,40,30,nonspam,0.000000
112280,13,28,nonspam,0.000000
112296,1,28,nonspam,0.000000
112299,44,28,nonspam,0.000000
112330,17,27,nonspam,0.000000
112346,13322,22,nonspam,0.071429
112368,6,22,nonspam,0.000000
112432,100,17,nonspam,0.000000
112446,1,25,nonspam,0.250000
112470,7,23,nonspam,0.000000
112471,362,20,nonspam,0.000000
112491,106,28,nonspam,0.000000
112494,5488,17,nonspam,0.000000
112514,238,26,spam,1.000000
112566,1,26,nonspam,0.166667
112605,6,18,nonspam,0.000000
112666,304,25,nonspam,0.000000
112710,1,29,nonspam,0.000000
112711,8,18,nonspam,0.000000
112752,12,23,nonspam,0.250000
112826,12,32,nonspam,0.000000
112847,1,24,nonspam,0.166667
112904,22,32,nonspam,0.000000
112953,32,21,nonspam,0.000000
113043,28,35,nonspam,0.000000
113167,1,20,nonspam,0.000000
113201,1,26,nonspam,0.000000
113211,31,19,nonspam,0.312500
113289,21,27,nonspam,0.000000
113356,40,21,nonspam,0.000000
113366,199,15,nonspam,0.000000
113389,2,17,nonspam,0.250000
113413,20,16,nonspam,0.000000
113473,14,23,nonspam,0.000000
113489,77,16,nonspam,0.050000
113520,26,26,nonspam,0.000000
113524,1,16,nonspam,0.000000
113540,5,19,nonspam,0.000000
113676,9,29,nonspam,0.000000
113691,10,35,nonspam,0.000000
113702,8,26,nonspam,0.000000
113713,15,25,nonspam,0.000000
113791,165,24,nonspam,0.000000
113801,6,26,nonspam,0.000000
113812,61,14,nonspam,0.285714
113852,61,13,nonspam,0.000000
113862,161,16,nonspam,0.000000
113865,329,27,nonspam,0.000000
113879,11,18,nonspam,0.000000
113883,1,25,nonspam,0.000000
113933,44,22,nonspam,0.000000
113944,18,23,nonspam,0.000000
113948,20,26,nonspam,0.000000
113994,15948,30,nonspam,0.000000
114007,21,25,nonspam,0.000000
114065,3,22,nonspam,0.000000
114074,21,22,nonspam,0.000000
114079,125,28,nonspam,0.000000
114105,8,23,nonspam,0.000000
114157,17,20,nonspam,0.000000
114173,7,21,nonspam,0.000000
114205,9901,17,nonspam,0.000000
114234,6,22,nonspam,0.000000
114249,29,22,nonspam,0.000000
114254,1654,21,nonspam,0.000000
114280,23,23,nonspam,0.000000
114340,63,14,nonspam,0.000000
114351,2328,16,nonspam,0.000000
114420,8973,29,nonspam,0.000000
114443,4525,23,nonspam,0.000000
114454,7917,21,nonspam,0.000000
