@relation '.\\uk-2007-05.link_based_features.csv'

@attribute eq_hp_mp numeric
@attribute assortativity_hp numeric
@attribute assortativity_mp numeric
@attribute avgin_of_out_hp numeric
@attribute avgin_of_out_mp numeric
@attribute avgout_of_in_hp numeric
@attribute avgout_of_in_mp numeric
@attribute indegree_hp numeric
@attribute indegree_mp numeric
@attribute neighbors_2_hp numeric
@attribute neighbors_2_mp numeric
@attribute neighbors_3_hp numeric
@attribute neighbors_3_mp numeric
@attribute neighbors_4_hp numeric
@attribute neighbors_4_mp numeric
@attribute outdegree_hp numeric
@attribute outdegree_mp numeric
@attribute pagerank_hp numeric
@attribute pagerank_mp numeric
@attribute prsigma_hp numeric
@attribute prsigma_mp numeric
@attribute reciprocity_hp numeric
@attribute reciprocity_mp numeric
@attribute siteneighbors_1_hp numeric
@attribute siteneighbors_1_mp numeric
@attribute siteneighbors_2_hp numeric
@attribute siteneighbors_2_mp numeric
@attribute siteneighbors_3_hp numeric
@attribute siteneighbors_3_mp numeric
@attribute siteneighbors_4_hp numeric
@attribute siteneighbors_4_mp numeric
@attribute truncatedpagerank_1_hp numeric
@attribute truncatedpagerank_1_mp numeric
@attribute truncatedpagerank_2_hp numeric
@attribute truncatedpagerank_2_mp numeric
@attribute truncatedpagerank_3_hp numeric
@attribute truncatedpagerank_3_mp numeric
@attribute truncatedpagerank_4_hp numeric
@attribute truncatedpagerank_4_mp numeric
@attribute trustrank_hp numeric
@attribute trustrank_mp numeric
@attribute class {spam,nonspam}

@data
0,0.178568,0.074975,7763,83,321.393433,79.296608,122,118,12432,21244,82278,32139,119308,119308,1,1,0,0,0.162381,2.670561,0,0,4,1,6,14,6,106,24,222,0,0.000001,0,0.000001,0,0.000001,0,0.000001,0,0,nonspam
0,0.004821,0.003299,2885.642822,7671.777832,0,4.4,0,10,0,19,0,21,0,27,14,9,0,0,0,0.144482,1,0.777778,0,1,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,nonspam
1,2.655678,2.655678,38.5,38.5,12.530612,12.530612,49,49,66,66,486,486,9244,9244,7,7,0,0,0.479108,0.479108,1,1,3,3,5,5,5,5,6,6,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.147541,1.147541,1.25,1.25,7.4,7.4,5,5,10,10,37,37,155,155,3,3,0,0,0.124149,0.124149,0.75,0.75,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.789474,1.333333,3,4,4,4,3,6,7,11,10,14,33,28,2,2,0,0,0.374071,0.566812,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.447368,1.447368,6.875,6.875,9.615385,9.615385,13,13,29,29,101,101,1141,1141,7,7,0,0,0.207537,0.207537,0.875,0.875,4,4,4,4,4,4,6,6,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.972973,7.781893,1.5,2.866667,11.3125,3.166667,16,30,44,28,51,35,162,61,2,29,0,0,0.145501,0.034067,0,1,3,1,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.272727,0.272727,0,0,16,16,6,6,38,38,435,435,42488,42488,0,0,0,0,0.15066,0.15066,1,1,3,3,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,nonspam
1,2.289376,2.289376,20.666666,20.666666,20.47826,20.47826,69,69,169,169,787,787,96355,96355,9,9,0,0,0.246389,0.246389,0.777778,0.777778,3,3,4,4,106,106,190,190,0,0,0,0,0,0,0,0,0,0,nonspam
1,8.316455,8.316455,89.92308,89.92308,20.288889,20.288889,315,315,251,251,415,415,10859,10859,12,12,0,0,0.485255,0.485255,1,1,3,3,3,3,94,94,106,106,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.394366,0.394366,19.375,19.375,41.166668,41.166668,12,12,147,147,82278,82278,217543,217543,7,7,0,0,1.828397,1.828397,0.625,0.625,5,5,7,7,292,292,908,908,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.041721,0.041721,0,0,40.25,40.25,8,8,1285,1285,1665,1665,19818,19818,0,0,0,0,1.28518,1.28518,1,1,5,5,10,10,51,51,59,59,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.16,0.5,1,0,21,1,1,1,3,2,21,4,270,22,1,0,0,0,0,0,0,1,1,1,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,nonspam
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
1,5.951169,5.951169,11466.729492,11466.729492,45.313137,45.313137,1964,1964,2026,2026,317980,317980,635963,635963,47,47,0,0,0.366904,0.366904,0.666667,0.666667,2,2,2,2,109,109,181,181,0,0,0,0,0,0,0,0,0,0,nonspam
0,2.30166,0.201491,0,1,37.449612,18.037037,129,27,2795,2842,29127,3647,173111,5946,0,1,0,0,0.51561,0.681269,1,0,17,6,75,12,116,48,446,69,0,0,0,0,0,0,0,0,0.000002,0,nonspam
1,3.510039,3.510039,243.777771,243.777771,28.467337,28.467337,199,199,226,226,1712,1712,14241,14241,26,26,0,0,0.675603,0.675603,0.962963,0.962963,3,3,10,10,19,19,62,62,0,0,0,0,0,0,0,0,0,0,nonspam
1,141.487503,141.487503,5487.055664,5487.055664,27.569735,27.569735,7758,7758,8910,8910,116348,116348,156689,156689,17,17,0.000002,0.000002,0.152139,0.152139,0.888889,0.888889,5,5,12,12,75,75,290,290,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000001,0.000001,nonspam
1,9.888236,9.888236,1,1,23,23,2,2,79,79,956,956,1130,1130,39,39,0,0,0.001767,0.001767,0,0,2,2,2,2,6,6,6,6,0,0,0,0,0,0,0,0,0,0,spam
0,0.5,0.285714,2,0,0,5.5,0,2,0,4,0,21,0,406,1,0,0,0,0,0.032213,1,1,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,nonspam
1,6.989223,6.989223,20.933332,20.933332,19.372385,19.372385,239,239,488,488,13063,13063,125883,125883,15,15,0,0,0.510558,0.510558,0.933333,0.933333,5,5,7,7,15,15,36,36,0,0,0,0,0,0,0,0,0,0,spam
1,0.025788,0.025788,146,146,18.5,18.5,2,2,142,142,482,482,2010,2010,1,1,0,0,1.323318,1.323318,0,0,2,2,9,9,13,13,33,33,0,0,0,0,0,0,0,0,0,0,spam
0,0.764409,0.655879,12179.888672,27331,6.178947,3.289474,285,266,1323,619,16043,1349,17643,16043,9,3,0,0,0.152747,0.183699,0.111111,0.5,3,1,4,3,6,4,51,6,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.258624,0.258624,317.823517,317.823517,5.538462,5.538462,26,26,98,98,2741,2741,61139,61139,17,17,0,0,0.633598,0.633598,0.529412,0.529412,5,5,15,15,15,15,64,64,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.210171,326.186768,2191.444336,1602.125,27.65,9.659438,60,6733,300,7867,40852,11146,173111,11146,9,15,0,0.00001,0.361616,0.165928,0,0.5625,9,1,13,2,16,14,402,21,0,0.000005,0,0.000004,0,0.000003,0,0.000003,0,0.000002,nonspam
1,0.3125,0.3125,2.25,2.25,18.75,18.75,4,4,46,46,203,203,731,731,3,3,0,0,0.025155,0.025155,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,nonspam
0,427.511688,434.37439,13201.450195,927.585449,22.317238,22.30344,20896,20897,23233,23233,25429,25429,94674,94674,19,356,0.000006,0.000006,0.195071,0.195221,0.9,0.994398,2,3,10,10,31,31,148,148,0.000007,0.000007,0.000007,0.000007,0.000006,0.000006,0.000006,0.000006,0.000002,0.000002,nonspam
0,17.317492,2.801122,0,3408.278809,47.635624,60.311028,859,807,1740,4340,2309,7117,5428,34488,0,60,0,0,0.044347,0.475298,1,0.377049,1,2,2,14,5,102,14,276,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.152542,0.152542,0,0,17.666666,17.666666,3,3,9,9,3159,3159,10938,10938,0,0,0,0,1.623375,1.623375,1,1,3,3,4,4,14,14,27,27,0,0,0,0,0,0,0,0,0,0,nonspam
1,128.362137,128.362137,3314.785645,3314.785645,11.811611,11.811611,4358,4358,32579,32579,91240,91240,119860,119860,13,13,0.000008,0.000008,0.21607,0.21607,1,1,2,2,12,12,27,27,39,39,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000002,0.000002,nonspam
0,1.401757,26.353064,1084,587,177.041245,21.777676,485,1084,24088,2115,116348,65774,130318,182481,1,20,0,0.000002,0.282108,0.217762,0,0.7,8,17,15,75,99,138,248,363,0,0.000002,0,0.000002,0,0.000001,0,0.000001,0,0,nonspam
1,415.623169,415.623169,570,570,20.226278,20.226278,15229,15229,15644,15644,19897,19897,250619,250619,18,18,0.000006,0.000006,0.206421,0.206421,0.684211,0.684211,5,5,16,16,118,118,712,712,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000005,0.000005,0.000002,0.000002,nonspam
0,98.243698,1.443753,1665,2870.222168,28.034882,24.276596,5189,282,5942,5567,6647,5942,18636,6647,34,17,0.000001,0.000005,0.268988,0.970777,0.742857,0.666667,2,1,3,1,4,3,19,4,0.000001,0.000007,0.000001,0.000007,0.000001,0.000008,0.000001,0.000007,0,0.000001,nonspam
0,0.001172,0.003927,22392.285156,17102.193359,23.5,24.421053,2,19,48,2927,72,82278,2754,300835,20,30,0,0,0.310797,2.436068,0.047619,0.322581,2,3,2,16,5,619,6,1063,0,0,0,0,0,0,0,0,0,0,nonspam
1,15.439169,15.439169,2957.222168,2957.222168,14.800109,14.800109,1836,1836,6709,6709,136277,136277,408833,408833,62,62,0.000002,0.000002,0.249447,0.249447,0.968254,0.968254,4,4,75,75,177,177,978,978,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0,0,nonspam
0,0.111111,0.25,0,0,6,4,1,1,4,1,59,1,358,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.27845,1.27845,153.346161,153.346161,37.425533,37.425533,94,94,1421,1421,2450,2450,70922,70922,25,25,0,0,0.796478,0.796478,0.961538,0.961538,17,17,18,18,57,57,131,131,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.403745,0.403745,110,110,27.660257,27.660257,156,156,43277,43277,204415,204415,408833,408833,1,1,0.000001,0.000001,1.139613,1.139613,1,1,4,4,75,75,397,397,2482,2482,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,24.838036,24.838036,1073.5,1073.5,36.181923,36.181923,1748,1748,1494,1494,6074,6074,17244,17244,43,43,0,0,0.267736,0.267736,0.909091,0.909091,2,2,2,2,2,2,113,113,0,0,0,0,0,0,0,0,0,0,nonspam
0,1.235294,1.394673,11.363636,12.285714,15.052631,11.235294,19,17,29,21,1002,29,27083,1002,10,13,0,0,0.349891,0.309906,0.909091,1,4,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.118594,13.737944,211,60.400002,7.125,8.819905,8,211,212,238,222,1213,238,12809,1,9,0,0,0.608148,0.452476,0,0.9,1,3,1,4,3,13,4,198,0,0.000001,0,0.000001,0,0.000001,0,0.000001,0,0,nonspam
1,0.096946,0.096946,1103.5,1103.5,52.5,52.5,18,18,955,955,1027,1027,1518,1518,2,2,0,0,0.872607,0.872607,0,0,17,17,14,14,34,34,34,34,0,0,0,0,0,0,0,0,0,0,spam
1,501.721741,501.721741,6662,6662,22.171114,22.171114,21734,21734,37350,37350,150417,150417,272555,272555,13,13,0.000009,0.000009,0.107506,0.107506,0.714286,0.714286,7,7,75,75,292,292,642,642,0.00001,0.00001,0.00001,0.00001,0.000009,0.000009,0.000009,0.000009,0.000002,0.000002,nonspam
0,0.905433,0.411681,248,248,22.448277,21.125,29,16,103,113,2436,19375,6103,192838,1,1,0,0,0.125457,1.401589,0,0,10,17,15,18,32,102,69,1329,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.275862,0.25,1,0,25,2,2,1,8,4,15,9,36,16,2,0,0,0,0.000279,0,0,1,2,2,2,3,2,3,2,3,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.23301,0.23301,1,1,25.200001,25.200001,10,10,317,317,4231,4231,15735,15735,2,2,0,0,0.724101,0.724101,0,0,3,3,5,5,82,82,221,221,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.353218,0.612245,3,4,46.785713,2.8,28,5,1056,35,3107,1086,10442,3177,2,1,0,0,0.82556,0.843726,0,1,10,1,18,12,43,24,79,43,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.285714,0.003993,1.333333,2999,36.799999,1,5,5,21,7,1156,14,46483,14,3,7,0,0,0.113929,0.001183,0,0.714286,3,1,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.149296,0.758453,260.648651,223.457138,57,24.477612,3,67,19,76,1485,77,2215,1553,37,34,0,0,0.577757,0.452685,0,0.914286,1,2,1,3,2,3,91,3,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.025,0.025,0,0,37,37,1,1,3,3,25,25,242,242,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.455696,11.87811,582,11471,5.411765,3,17,546,13,1463,667,1566,956,25150,1,2,0,0.000001,0.422782,0.053196,0,0.5,1,1,1,3,1,5,3,300,0,0.000001,0,0.000001,0,0,0,0,0,0,nonspam
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.022011,19.193243,9603.40918,168,16.938776,8.242857,49,280,233,821,42011,43650,109546,109546,22,1,0,0,0.40763,0.330723,0.227273,0,3,3,7,17,83,59,427,446,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.047619,0.047619,0,0,20,20,1,1,2,2,14,14,302,302,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.129752,0.129752,148,148,49.466667,49.466667,15,15,591,591,11368,11368,182481,182481,1,1,0,0,1.386051,1.386051,0,0,4,4,15,15,98,98,712,712,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.029181,1.221217,1283.285767,0,33.111111,23.150944,9,53,97,68,232,97,8224,232,21,0,0,0,0.453215,0.39352,0.142857,1,4,1,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.567326,0.567326,4512.322754,4512.322754,282.196442,282.196442,336,336,1377,1377,59692,59692,100278,100278,30,30,0,0,0.168781,0.168781,0.096774,0.096774,17,17,75,75,331,331,675,675,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.627463,10.445383,168,20.380953,35.933334,9.482142,45,168,1224,191,1667,1388,44725,1887,1,21,0,0,0.536728,0.3605,1,0.904762,2,1,4,4,5,5,16,16,0,0,0,0,0,0,0,0,0,0,nonspam
0,3.626453,14.677883,76,30577.375,30.384615,19.329821,156,2847,651,3911,26757,10400,250619,272555,1,16,0,0.000001,0.340519,0.117594,0,0.625,3,4,35,29,102,83,908,1174,0,0.000001,0,0,0,0,0,0,0,0,nonspam
0,5.059367,24.381012,19.227272,4.402985,4.139535,3.058824,43,102,144,173,238,238,275,275,22,67,0,0,0.311099,0.204163,0.272727,0.776119,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,spam
0,2.434426,3.253659,11.5,1,5.8,4.913043,20,23,19,24,45,27,239,51,5,6,0,0,0.201306,0.344529,0.833333,1,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.023121,0.007042,543,543,29.333334,6,3,1,48,5,131,1331,25278,1364,1,1,0,0,0.765882,0,0,0,1,1,1,3,11,3,22,13,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.238035,0.238035,141,141,42.857143,42.857143,14,14,52,52,12735,12735,23806,23806,5,5,0,0,0.15298,0.15298,0.5,0.5,4,4,12,12,43,43,532,532,0,0,0,0,0,0,0,0,0,0,nonspam
0,2.771582,16.662216,89.428574,77.210526,24.13084,1.177143,107,175,391,373,1487,414,1760,444,13,18,0,0.000001,0.959794,0.216313,0.857143,0.157895,3,1,3,1,3,3,22,3,0,0.000001,0,0.000001,0,0.000001,0,0.000001,0,0,nonspam
1,0.027726,0.027726,20450.083984,20450.083984,55.763157,55.763157,76,76,18477,18477,150417,150417,340694,340694,12,12,0,0,1.125475,1.125475,0.75,0.75,17,17,75,75,619,619,1595,1595,0,0,0,0,0,0,0,0,0,0,nonspam
1,2.335103,2.335103,20473.916016,20473.916016,27.195244,27.195244,799,799,18142,18142,136277,136277,408833,408833,12,12,0,0,0.573903,0.573903,0.75,0.75,17,17,75,75,619,619,2482,2482,0,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,0.628491,0.628491,4412.84375,4412.84375,267.264038,267.264038,356,356,1405,1405,59692,59692,104508,104508,31,31,0,0,0.170154,0.170154,0.09375,0.09375,17,17,75,75,331,331,849,849,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.012245,1.012245,12.666667,12.666667,16.866667,16.866667,15,15,20,20,21,21,74,74,14,14,0,0,0.100185,0.100185,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.972973,0.972973,4.166667,4.166667,6.4,6.4,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.018661,0.018661,12327.75,12327.75,17.977777,17.977777,45,45,224,224,2208,2208,3728,3728,11,11,0,0,0.322774,0.322774,0.833333,0.833333,4,4,6,6,11,11,30,30,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.324675,0.545455,1.333333,2,27,2.5,2,2,9,7,372,8,7631,10,3,1,0,0,0.001258,0.473045,0,1,1,1,1,1,1,1,31,1,0,0,0,0,0,0,0,0,0,0,nonspam
0,2.381005,27.253035,10270.25,11381.44043,32.161217,35.246799,856,3671,6640,3570,18489,6640,52923,18489,27,24,0.000001,0.000001,0.449246,0.266946,0.785714,0.8,1,1,1,1,97,1,257,97,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,nonspam
1,1.442308,1.442308,10.285714,10.285714,19.510204,19.510204,49,49,747,747,18092,18092,57040,57040,6,6,0,0,0.641424,0.641424,1,1,17,17,21,21,42,42,215,215,0,0,0,0,0,0,0,0,0,0,nonspam
1,6.650944,6.650944,1,1,50.759075,50.759075,606,606,14982,14982,136277,136277,635963,635963,1,1,0.000003,0.000003,0.799841,0.799841,0,0,17,17,75,75,619,619,2482,2482,0.000004,0.000004,0.000004,0.000004,0.000005,0.000005,0.000005,0.000005,0.000003,0.000003,nonspam
0,0.115728,0.462205,1063.158691,1061.206299,49.4375,60.070969,32,155,489,372,2970,33699,56782,95227,62,62,0,0,0.765264,0.612088,0.142857,0.888889,9,5,15,75,120,98,339,466,0,0,0,0,0,0,0,0,0,0,nonspam
1,52.502827,52.502827,11695.615234,11695.615234,25.866489,25.866489,4891,4891,20104,20104,62349,62349,250619,250619,25,25,0.000001,0.000001,0.047174,0.047174,0.384615,0.384615,6,6,17,17,619,619,2482,2482,0.000001,0.000001,0,0,0,0,0,0,0,0,nonspam
1,0.307692,0.307692,0,0,12,12,4,4,9,9,69,69,231,231,0,0,0,0,0.146902,0.146902,1,1,3,3,4,4,27,27,27,27,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.059701,1.360494,23.5,15.818182,0,10.882353,0,17,0,19,0,19,0,19,2,10,0,0,0,0.424008,1,0.909091,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,82.594833,82.594833,931.883728,931.883728,92.40239,92.40239,12038,12038,14282,14282,14282,14282,92966,92966,128,128,0.000001,0.000001,0.449985,0.449985,0.984496,0.984496,10,10,27,27,49,49,103,103,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,spam
0,8.742619,18.849155,524.384644,1199,14.778409,16.611164,352,1057,1312,1248,2003,1312,6081,2103,12,24,0,0.000001,0.334449,0.368479,0.461538,0.44,3,1,3,5,31,5,31,48,0,0.000001,0,0.000001,0,0.000001,0,0.000001,0,0,nonspam
1,0.750728,0.750728,10502.571289,10502.571289,115.126831,115.126831,410,410,4054,4054,10140,10140,104972,104972,14,14,0,0,0.424878,0.424878,0,0,8,8,13,13,96,96,752,752,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.069735,0.069735,0,0,47.400002,47.400002,10,10,930,930,6963,6963,101679,101679,0,0,0,0,2.006868,2.006868,1,1,5,5,10,10,112,112,158,158,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.286624,0.286624,0,0,26.75,26.75,8,8,91,91,3496,3496,5000,5000,0,0,0,0,0.219486,0.219486,1,1,5,5,10,10,10,10,43,43,0,0,0,0,0,0,0,0,0,0,spam
1,0.284264,0.284264,1.5,1.5,14.333333,14.333333,6,6,66,66,7456,7456,61215,61215,2,2,0,0,0.264858,0.264858,0.5,0.5,3,3,12,12,19,19,232,232,0,0,0,0,0,0,0,0,0,0,nonspam
1,183.382126,183.382126,22112.841797,22112.841797,62.840469,62.840469,25036,25036,54385,54385,317980,317980,635963,635963,62,62,0.000002,0.000002,0.067841,0.067841,0.380952,0.380952,17,17,75,75,619,619,2482,2482,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,7.982025,7.982025,340.521729,340.521729,40.414558,40.414558,632,632,7117,7117,71311,71311,104972,104972,22,22,0,0,0.328233,0.328233,0.73913,0.73913,9,9,13,13,54,54,508,508,0,0,0,0,0,0,0,0,0.000004,0.000004,nonspam
1,2.993141,2.993141,92.53846,92.53846,22.821138,22.821138,123,123,680,680,698,698,7793,7793,26,26,0,0,0.799422,0.799422,1,1,9,9,13,13,32,32,46,46,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.332385,0.332385,3587.923096,3587.923096,27.008131,27.008131,123,123,339,339,1862,1862,41248,41248,12,12,0,0,0.244786,0.244786,0.769231,0.769231,4,4,5,5,9,9,12,12,0,0,0,0,0,0,0,0,0,0,nonspam
0,2.948806,1.86485,24.263159,110.833336,15.211538,14.307693,52,52,68,62,75,75,611,83,18,5,0,0,0.149503,0.153578,0.631579,0.166667,2,1,2,2,13,2,13,13,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.019116,71.154747,3534.5,3040,26.066668,31.112677,15,2982,17669,11017,74702,17669,408833,95227,5,5,0,0,2.218646,0.018816,0.5,0.666667,2,2,75,2,619,265,1329,434,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.000105,0.000105,36290,36290,46,46,1,1,1364,1364,52486,52486,83133,83133,1,1,0,0,0,0,0,0,1,1,4,4,23,23,52,52,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.142857,0.142857,0,0,13,13,2,2,4,4,45,45,234,234,0,0,0,0,0.000237,0.000237,1,1,2,2,2,2,20,20,20,20,0,0,0,0,0,0,0,0,0,0,nonspam
1,6.817944,6.817944,1605.428589,1605.428589,19.435007,19.435007,777,777,4743,4743,6849,6849,26127,26127,6,6,0.000001,0.000001,0.653578,0.653578,0.857143,0.857143,2,2,12,12,14,14,81,81,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000001,0.000001,nonspam
1,0.140625,0.140625,1,1,30.157894,30.157894,19,19,1738,1738,68138,68138,156689,156689,2,2,0,0,2.180624,2.180624,0,0,2,2,3,3,199,199,1063,1063,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.096774,0.096774,0,0,26.333334,26.333334,3,3,17,17,199,199,1460,1460,0,0,0,0,0.094208,0.094208,1,1,3,3,3,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,nonspam
0,111.494209,77.814857,1.5,6126.571289,13.504086,13.505494,2815,2821,3476,3476,11104,12709,87769,39674,2,6,0.000002,0.000002,0.060986,0.058744,0,0.714286,5,5,17,10,47,47,1329,797,0.000002,0.000002,0.000002,0.000002,0.000001,0.000002,0.000001,0.000002,0,0.000001,nonspam
1,2.813725,2.813725,19.625,19.625,9.525,9.525,40,40,41,41,66,66,113,113,7,7,0,0,0.285334,0.285334,1,1,2,2,2,2,2,2,9,9,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.584034,1.584034,16.583334,16.583334,12.615385,12.615385,26,26,93,93,138,138,423,423,11,11,0,0,0.241653,0.241653,0.833333,0.833333,3,3,6,6,6,6,162,162,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.126761,0.126761,1,1,21,21,1,1,52,52,678,678,694,694,2,2,0,0,0,0,0,0,1,1,1,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,nonspam
1,1,1,6.125,6.125,8,8,7,7,10,10,10,10,10,10,7,7,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.113924,0.113924,0,0,24,24,3,3,8,8,390,390,14519,14519,0,0,0,0,0.025048,0.025048,1,1,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.342246,15.449275,1.333333,1.266667,33,1.5,5,26,14,33,426,48,9046,56,3,15,0,0,0.020837,0.14594,0,1,4,1,6,1,6,1,9,7,0,0,0,0,0,0,0,0,0,0,nonspam
0,128.49353,61.137146,5981.071289,7763.077148,32.16032,35.916634,9194,5134,11127,11127,26757,11127,117387,27426,27,12,0.000003,0.000003,0.229397,0.204083,0.821429,0.307692,9,2,12,10,33,18,908,34,0.000003,0.000004,0.000003,0.000004,0.000003,0.000004,0.000003,0.000003,0.000001,0.000001,nonspam
1,0.055556,0.055556,0,0,16,16,1,1,2,2,24,24,48,48,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.61353,2.235677,3170.314209,427.722229,54.636364,54.366039,264,265,289,269,317,406,454,1421,34,35,0,0,0.356965,0.355485,0.857143,0.944444,2,3,4,4,9,4,9,9,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.137931,0.137931,0,0,12.5,12.5,2,2,5,5,24,24,289,289,0,0,0,0,0.000503,0.000503,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,nonspam
1,7.496309,7.496309,2,2,27.836145,27.836145,415,415,5456,5456,26682,26682,130318,130318,1,1,0,0,0.603646,0.603646,1,1,3,3,75,75,211,211,1063,1063,0,0,0,0,0.000001,0.000001,0.000001,0.000001,0,0,nonspam
1,1,1,5,5,5,5,5,5,7,7,7,7,7,7,5,5,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.360544,1.360544,9.545455,9.545455,10.923077,10.923077,13,13,11,11,14,14,21,21,10,10,0,0,0.1362,0.1362,0.818182,0.818182,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.137546,1.137546,14.0625,14.0625,15.235294,15.235294,17,17,24,24,43,43,397,397,15,15,0,0,0.094488,0.094488,1,1,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,nonspam
