eq_hp_mp,assortativity_mp,avgin_of_out_hp,avgin_of_out_mp,avgout_of_in_mp,indegree_hp,indegree_mp,neighbors_2_hp,neighbors_2_mp,neighbors_3_mp,neighbors_4_hp,neighbors_4_mp,outdegree_hp,outdegree_mp,pagerank_hp,pagerank_mp,prsigma_hp,prsigma_mp,siteneighbors_1_hp,siteneighbors_1_mp,siteneighbors_2_hp,siteneighbors_2_mp,siteneighbors_3_hp,siteneighbors_3_mp,siteneighbors_4_hp,siteneighbors_4_mp,truncatedpagerank_1_hp,truncatedpagerank_1_mp,truncatedpagerank_2_hp,truncatedpagerank_2_mp,truncatedpagerank_3_hp,truncatedpagerank_3_mp,truncatedpagerank_4_hp,truncatedpagerank_4_mp,class
0,1.443753,1665,2870.222168,24.276596,5189,282,5942,5567,5942,18636,6647,34,17,0.000001,0.000005,0.268988,0.970777,2,1,3,1,4,3,19,4,0.000001,0.000007,0.000001,0.000007,0.000001,0.000008,0.000001,0.000007,nonspam
0,0.003927,22392.285156,17102.193359,24.421053,2,19,48,2927,82278,2754,300835,20,30,0,0,0.310797,2.436068,2,3,2,16,5,619,6,1063,0,0,0,0,0,0,0,0,nonspam
1,15.439169,2957.222168,2957.222168,14.800109,1836,1836,6709,6709,136277,408833,408833,62,62,0.000002,0.000002,0.249447,0.249447,4,4,75,75,177,177,978,978,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,nonspam
0,0.25,0,0,4,1,1,4,1,1,358,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,1.27845,153.346161,153.346161,37.425533,94,94,1421,1421,2450,70922,70922,25,25,0,0,0.796478,0.796478,17,17,18,18,57,57,131,131,0,0,0,0,0,0,0,0,nonspam
1,0.403745,110,110,27.660257,156,156,43277,43277,204415,408833,408833,1,1,0.000001,0.000001,1.139613,1.139613,4,4,75,75,397,397,2482,2482,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,24.838036,1073.5,1073.5,36.181923,1748,1748,1494,1494,6074,17244,17244,43,43,0,0,0.267736,0.267736,2,2,2,2,2,2,113,113,0,0,0,0,0,0,0,0,nonspam
0,1.394673,11.363636,12.285714,11.235294,19,17,29,21,29,27083,1002,10,13,0,0,0.349891,0.309906,4,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,nonspam
0,13.737944,211,60.400002,8.819905,8,211,212,238,1213,238,12809,1,9,0,0,0.608148,0.452476,1,3,1,4,3,13,4,198,0,0.000001,0,0.000001,0,0.000001,0,0.000001,nonspam
1,0.096946,1103.5,1103.5,52.5,18,18,955,955,1027,1518,1518,2,2,0,0,0.872607,0.872607,17,17,14,14,34,34,34,34,0,0,0,0,0,0,0,0,spam
1,501.721741,6662,6662,22.171114,21734,21734,37350,37350,150417,272555,272555,13,13,0.000009,0.000009,0.107506,0.107506,7,7,75,75,292,292,642,642,0.00001,0.00001,0.00001,0.00001,0.000009,0.000009,0.000009,0.000009,nonspam
0,0.411681,248,248,21.125,29,16,103,113,19375,6103,192838,1,1,0,0,0.125457,1.401589,10,17,15,18,32,102,69,1329,0,0,0,0,0,0,0,0,nonspam
0,0.25,1,0,2,2,1,8,4,9,36,16,2,0,0,0,0.000279,0,2,2,2,3,2,3,2,3,0,0,0,0,0,0,0,0,nonspam
1,0.23301,1,1,25.200001,10,10,317,317,4231,15735,15735,2,2,0,0,0.724101,0.724101,3,3,5,5,82,82,221,221,0,0,0,0,0,0,0,0,nonspam
0,0.612245,3,4,2.8,28,5,1056,35,1086,10442,3177,2,1,0,0,0.82556,0.843726,10,1,18,12,43,24,79,43,0,0,0,0,0,0,0,0,nonspam
0,0.003993,1.333333,2999,1,5,5,21,7,14,46483,14,3,7,0,0,0.113929,0.001183,3,1,3,1,3,1,3,1,0,0,0,0,0,0,0,0,nonspam
0,0.758453,260.648651,223.457138,24.477612,3,67,19,76,77,2215,1553,37,34,0,0,0.577757,0.452685,1,2,1,3,2,3,91,3,0,0,0,0,0,0,0,0,nonspam
1,0.025,0,0,37,1,1,3,3,25,242,242,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
0,11.87811,582,11471,3,17,546,13,1463,1566,956,25150,1,2,0,0.000001,0.422782,0.053196,1,1,1,3,1,5,3,300,0,0.000001,0,0.000001,0,0,0,0,nonspam
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
0,19.193243,9603.40918,168,8.242857,49,280,233,821,43650,109546,109546,22,1,0,0,0.40763,0.330723,3,3,7,17,83,59,427,446,0,0,0,0,0,0,0,0,nonspam
1,0.047619,0,0,20,1,1,2,2,14,302,302,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,0.129752,148,148,49.466667,15,15,591,591,11368,182481,182481,1,1,0,0,1.386051,1.386051,4,4,15,15,98,98,712,712,0,0,0,0,0,0,0,0,nonspam
0,1.221217,1283.285767,0,23.150944,9,53,97,68,97,8224,232,21,0,0,0,0.453215,0.39352,4,1,6,6,6,6,6,6,0,0,0,0,0,0,0,0,nonspam
1,0.567326,4512.322754,4512.322754,282.196442,336,336,1377,1377,59692,100278,100278,30,30,0,0,0.168781,0.168781,17,17,75,75,331,331,675,675,0,0,0,0,0,0,0,0,nonspam
0,10.445383,168,20.380953,9.482142,45,168,1224,191,1388,44725,1887,1,21,0,0,0.536728,0.3605,2,1,4,4,5,5,16,16,0,0,0,0,0,0,0,0,nonspam
0,14.677883,76,30577.375,19.329821,156,2847,651,3911,10400,250619,272555,1,16,0,0.000001,0.340519,0.117594,3,4,35,29,102,83,908,1174,0,0.000001,0,0,0,0,0,0,nonspam
0,24.381012,19.227272,4.402985,3.058824,43,102,144,173,238,275,275,22,67,0,0,0.311099,0.204163,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,spam
0,3.253659,11.5,1,4.913043,20,23,19,24,27,239,51,5,6,0,0,0.201306,0.344529,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,nonspam
0,0.007042,543,543,6,3,1,48,5,1331,25278,1364,1,1,0,0,0.765882,0,1,1,1,3,11,3,22,13,0,0,0,0,0,0,0,0,nonspam
1,0.238035,141,141,42.857143,14,14,52,52,12735,23806,23806,5,5,0,0,0.15298,0.15298,4,4,12,12,43,43,532,532,0,0,0,0,0,0,0,0,nonspam
0,16.662216,89.428574,77.210526,1.177143,107,175,391,373,414,1760,444,13,18,0,0.000001,0.959794,0.216313,3,1,3,1,3,3,22,3,0,0.000001,0,0.000001,0,0.000001,0,0.000001,nonspam
1,0.027726,20450.083984,20450.083984,55.763157,76,76,18477,18477,150417,340694,340694,12,12,0,0,1.125475,1.125475,17,17,75,75,619,619,1595,1595,0,0,0,0,0,0,0,0,nonspam
1,2.335103,20473.916016,20473.916016,27.195244,799,799,18142,18142,136277,408833,408833,12,12,0,0,0.573903,0.573903,17,17,75,75,619,619,2482,2482,0,0,0,0,0.000001,0.000001,0.000001,0.000001,nonspam
1,0.628491,4412.84375,4412.84375,267.264038,356,356,1405,1405,59692,104508,104508,31,31,0,0,0.170154,0.170154,17,17,75,75,331,331,849,849,0,0,0,0,0,0,0,0,nonspam
1,1.012245,12.666667,12.666667,16.866667,15,15,20,20,21,74,74,14,14,0,0,0.100185,0.100185,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,nonspam
1,0.972973,4.166667,4.166667,6.4,5,5,5,5,5,5,5,5,5,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,0.018661,12327.75,12327.75,17.977777,45,45,224,224,2208,3728,3728,11,11,0,0,0.322774,0.322774,4,4,6,6,11,11,30,30,0,0,0,0,0,0,0,0,nonspam
0,0.545455,1.333333,2,2.5,2,2,9,7,8,7631,10,3,1,0,0,0.001258,0.473045,1,1,1,1,1,1,31,1,0,0,0,0,0,0,0,0,nonspam
0,27.253035,10270.25,11381.44043,35.246799,856,3671,6640,3570,6640,52923,18489,27,24,0.000001,0.000001,0.449246,0.266946,1,1,1,1,97,1,257,97,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,1.442308,10.285714,10.285714,19.510204,49,49,747,747,18092,57040,57040,6,6,0,0,0.641424,0.641424,17,17,21,21,42,42,215,215,0,0,0,0,0,0,0,0,nonspam
1,6.650944,1,1,50.759075,606,606,14982,14982,136277,635963,635963,1,1,0.000003,0.000003,0.799841,0.799841,17,17,75,75,619,619,2482,2482,0.000004,0.000004,0.000004,0.000004,0.000005,0.000005,0.000005,0.000005,nonspam
0,0.462205,1063.158691,1061.206299,60.070969,32,155,489,372,33699,56782,95227,62,62,0,0,0.765264,0.612088,9,5,15,75,120,98,339,466,0,0,0,0,0,0,0,0,nonspam
1,52.502827,11695.615234,11695.615234,25.866489,4891,4891,20104,20104,62349,250619,250619,25,25,0.000001,0.000001,0.047174,0.047174,6,6,17,17,619,619,2482,2482,0.000001,0.000001,0,0,0,0,0,0,nonspam
1,0.307692,0,0,12,4,4,9,9,69,231,231,0,0,0,0,0.146902,0.146902,3,3,4,4,27,27,27,27,0,0,0,0,0,0,0,0,nonspam
0,1.360494,23.5,15.818182,10.882353,0,17,0,19,19,0,19,2,10,0,0,0,0.424008,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,nonspam
1,82.594833,931.883728,931.883728,92.40239,12038,12038,14282,14282,14282,92966,92966,128,128,0.000001,0.000001,0.449985,0.449985,10,10,27,27,49,49,103,103,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,spam
0,18.849155,524.384644,1199,16.611164,352,1057,1312,1248,1312,6081,2103,12,24,0,0.000001,0.334449,0.368479,3,1,3,5,31,5,31,48,0,0.000001,0,0.000001,0,0.000001,0,0.000001,nonspam
1,0.750728,10502.571289,10502.571289,115.126831,410,410,4054,4054,10140,104972,104972,14,14,0,0,0.424878,0.424878,8,8,13,13,96,96,752,752,0,0,0,0,0,0,0,0,nonspam
1,0.069735,0,0,47.400002,10,10,930,930,6963,101679,101679,0,0,0,0,2.006868,2.006868,5,5,10,10,112,112,158,158,0,0,0,0,0,0,0,0,nonspam
1,0.286624,0,0,26.75,8,8,91,91,3496,5000,5000,0,0,0,0,0.219486,0.219486,5,5,10,10,10,10,43,43,0,0,0,0,0,0,0,0,spam
1,0.284264,1.5,1.5,14.333333,6,6,66,66,7456,61215,61215,2,2,0,0,0.264858,0.264858,3,3,12,12,19,19,232,232,0,0,0,0,0,0,0,0,nonspam
1,183.382126,22112.841797,22112.841797,62.840469,25036,25036,54385,54385,317980,635963,635963,62,62,0.000002,0.000002,0.067841,0.067841,17,17,75,75,619,619,2482,2482,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,7.982025,340.521729,340.521729,40.414558,632,632,7117,7117,71311,104972,104972,22,22,0,0,0.328233,0.328233,9,9,13,13,54,54,508,508,0,0,0,0,0,0,0,0,nonspam
1,2.993141,92.53846,92.53846,22.821138,123,123,680,680,698,7793,7793,26,26,0,0,0.799422,0.799422,9,9,13,13,32,32,46,46,0,0,0,0,0,0,0,0,nonspam
1,0.332385,3587.923096,3587.923096,27.008131,123,123,339,339,1862,41248,41248,12,12,0,0,0.244786,0.244786,4,4,5,5,9,9,12,12,0,0,0,0,0,0,0,0,nonspam
0,1.86485,24.263159,110.833336,14.307693,52,52,68,62,75,611,83,18,5,0,0,0.149503,0.153578,2,1,2,2,13,2,13,13,0,0,0,0,0,0,0,0,nonspam
0,71.154747,3534.5,3040,31.112677,15,2982,17669,11017,17669,408833,95227,5,5,0,0,2.218646,0.018816,2,2,75,2,619,265,1329,434,0,0,0,0,0,0,0,0,nonspam
1,0.000105,36290,36290,46,1,1,1364,1364,52486,83133,83133,1,1,0,0,0,0,1,1,4,4,23,23,52,52,0,0,0,0,0,0,0,0,nonspam
1,0.142857,0,0,13,2,2,4,4,45,234,234,0,0,0,0,0.000237,0.000237,2,2,2,2,20,20,20,20,0,0,0,0,0,0,0,0,nonspam
1,6.817944,1605.428589,1605.428589,19.435007,777,777,4743,4743,6849,26127,26127,6,6,0.000001,0.000001,0.653578,0.653578,2,2,12,12,14,14,81,81,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,nonspam
1,0.140625,1,1,30.157894,19,19,1738,1738,68138,156689,156689,2,2,0,0,2.180624,2.180624,2,2,3,3,199,199,1063,1063,0,0,0,0,0,0,0,0,nonspam
1,0.096774,0,0,26.333334,3,3,17,17,199,1460,1460,0,0,0,0,0.094208,0.094208,3,3,3,3,3,3,4,4,0,0,0,0,0,0,0,0,nonspam
0,77.814857,1.5,6126.571289,13.505494,2815,2821,3476,3476,12709,87769,39674,2,6,0.000002,0.000002,0.060986,0.058744,5,5,17,10,47,47,1329,797,0.000002,0.000002,0.000002,0.000002,0.000001,0.000002,0.000001,0.000002,nonspam
1,2.813725,19.625,19.625,9.525,40,40,41,41,66,113,113,7,7,0,0,0.285334,0.285334,2,2,2,2,2,2,9,9,0,0,0,0,0,0,0,0,nonspam
1,1.584034,16.583334,16.583334,12.615385,26,26,93,93,138,423,423,11,11,0,0,0.241653,0.241653,3,3,6,6,6,6,162,162,0,0,0,0,0,0,0,0,nonspam
1,0.126761,1,1,21,1,1,52,52,678,694,694,2,2,0,0,0,0,1,1,1,1,1,1,4,4,0,0,0,0,0,0,0,0,nonspam
1,1,6.125,6.125,8,7,7,10,10,10,10,10,7,7,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,0.113924,0,0,24,3,3,8,8,390,14519,14519,0,0,0,0,0.025048,0.025048,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
0,15.449275,1.333333,1.266667,1.5,5,26,14,33,48,9046,56,3,15,0,0,0.020837,0.14594,4,1,6,1,6,1,9,7,0,0,0,0,0,0,0,0,nonspam
0,61.137146,5981.071289,7763.077148,35.916634,9194,5134,11127,11127,11127,117387,27426,27,12,0.000003,0.000003,0.229397,0.204083,9,2,12,10,33,18,908,34,0.000003,0.000004,0.000003,0.000004,0.000003,0.000004,0.000003,0.000003,nonspam
1,0.055556,0,0,16,1,1,2,2,24,48,48,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
0,2.235677,3170.314209,427.722229,54.366039,264,265,289,269,406,454,1421,34,35,0,0,0.356965,0.355485,2,3,4,4,9,4,9,9,0,0,0,0,0,0,0,0,nonspam
1,0.137931,0,0,12.5,2,2,5,5,24,289,289,0,0,0,0,0.000503,0.000503,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,nonspam
1,7.496309,2,2,27.836145,415,415,5456,5456,26682,130318,130318,1,1,0,0,0.603646,0.603646,3,3,75,75,211,211,1063,1063,0,0,0,0,0.000001,0.000001,0.000001,0.000001,nonspam
1,1,5,5,5,5,5,7,7,7,7,7,5,5,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,1.360544,9.545455,9.545455,10.923077,13,13,11,11,14,21,21,10,10,0,0,0.1362,0.1362,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,nonspam
1,1.137546,14.0625,14.0625,15.235294,17,17,24,24,43,397,397,15,15,0,0,0.094488,0.094488,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
0,13.784312,5449.5,2344.368408,15.032191,953,963,954,1475,18555,20312,23241,7,18,0.000001,0.000002,0.287392,0.367985,1,2,3,4,5,15,16,182,0.000001,0.000002,0.000001,0.000002,0.000001,0.000002,0.000001,0.000002,nonspam
1,5.879733,579.833313,579.833313,60.707493,694,694,1005,1005,3265,132418,132418,12,12,0,0,0.529055,0.529055,8,8,40,40,79,79,186,186,0,0,0,0,0,0,0,0,nonspam
1,31.275322,22808.216797,22808.216797,29.673113,4705,4705,8232,8232,54772,340694,340694,22,22,0.000001,0.000001,0.186976,0.186976,17,17,75,75,397,397,2482,2482,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,0.108108,0,0,34.75,4,4,10,10,32,907,907,0,0,0,0,0.205434,0.205434,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
0,1.848333,1,556.375,9.897959,1,98,2,97,117,165,145,1,7,0,0,0,0.400042,1,1,1,2,5,2,10,2,0,0,0,0,0,0,0,0,nonspam
1,0.554828,5042.356934,5042.356934,282.25,336,336,1418,1418,62349,100278,100278,27,27,0,0,0.169708,0.169708,17,17,75,75,331,331,675,675,0,0,0,0,0,0,0,0,nonspam
1,4.32,1.764706,1.764706,14,1,1,13,13,8382,8382,8382,17,17,0,0,0,0,1,1,1,1,5,5,9,9,0,0,0,0,0,0,0,0,nonspam
1,0.166667,0,0,25.4,5,5,20,20,244,3521,3521,0,0,0,0,0.09706,0.09706,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
0,14.577465,4,1.608696,1.454545,25,22,233,40,126,44432,147,19,23,0,0,0.264017,0.109385,3,1,4,1,4,1,4,4,0,0,0,0,0,0,0,0,nonspam
0,1.398496,15.9,13,10.882353,19,17,31,22,31,1740,106,10,12,0,0,0.4166,0.393794,3,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,nonspam
0,1.0625,8,6.125,7.125,14,8,800,21,800,3701,1875,1,7,0,0,0.484664,0.00001,2,1,2,3,62,3,103,65,0,0,0,0,0,0,0,0,nonspam
1,1.157418,108.333336,108.333336,27.566116,242,242,37350,37350,125309,204416,204416,17,17,0.000001,0.000001,1.285779,1.285779,17,17,40,40,177,177,797,797,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,nonspam
0,0.609524,0,1,12.714286,1,7,3,19,911,7,3685,0,1,0,0,0,2.037312,1,3,1,4,1,29,1,129,0,0,0,0,0,0,0,0,nonspam
1,1.029277,17.200001,17.200001,18.916666,24,24,227,227,779,2107,2107,19,19,0,0,0.430887,0.430887,3,3,8,8,32,32,36,36,0,0,0,0,0,0,0,0,nonspam
0,0.907563,10,13.571428,8.5,4,10,13,11,13,24,18,2,6,0,0,0.284398,0.098343,3,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
1,0.28,0.5,0.5,25.833334,6,6,65,65,90,852,852,1,1,0,0,0.079896,0.079896,5,5,6,6,20,20,20,20,0,0,0,0,0,0,0,0,nonspam
1,0.135678,0,0,64.888885,9,9,16,16,154,39794,39794,0,0,0,0,0.065547,0.065547,2,2,2,2,45,45,90,90,0,0,0,0,0,0,0,0,nonspam
1,1.165049,5.142857,5.142857,6.285714,7,7,16,16,17,20,20,6,6,0,0,0.014176,0.014176,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
0,0.6,8.857142,0,4,0,1,0,3,6,0,20,7,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,nonspam
1,86.844734,2698.294189,2698.294189,27.92823,4807,4807,11063,11063,44496,122431,122431,33,33,0.000004,0.000004,0.311599,0.311599,4,4,9,9,102,102,182,182,0.000004,0.000004,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,nonspam
0,1.986314,7323,34,20.76923,59,78,695,1212,34488,109546,250619,1,1,0,0,0.555665,0.842426,17,17,35,75,292,292,978,1063,0,0,0,0,0,0,0,0,nonspam
1,0.225376,73.571426,73.571426,6.571429,7,7,10,10,501,21712,21712,6,6,0,0,0.191889,0.191889,3,3,3,3,127,127,282,282,0,0,0,0,0,0,0,0,nonspam
0,256.16922,12264.286133,8365.803711,39.625862,1,23208,4,39172,44968,635963,48628,49,96,0,0.000007,0,0.205052,1,1,1,2,109,2,181,3,0,0.000008,0,0.000007,0,0.000005,0,0.000004,nonspam
0,38.169811,2,0,2,0,119,0,129,133,0,139,1,0,0,0,0,0.004647,0,1,0,1,0,1,0,4,0,0,0,0,0,0,0,0,nonspam
0,0.447205,16,2.454545,7.8125,808,16,27386,690,38984,156689,141845,1,11,0,0,0.093314,0.275642,17,1,19,19,77,22,109,77,0,0,0,0,0,0,0,0,nonspam
0,23.87195,0,1.55814,1.818182,0,44,0,53,59,0,71,0,43,0,0,0,0.047261,0,1,0,1,0,1,0,8,0,0,0,0,0,0,0,0,nonspam
0,3.473684,1,0.5,1.555556,11,9,25,10,16,8644,33,1,1,0,0,0.061268,0.200372,4,1,6,1,6,6,9,6,0,0,0,0,0,0,0,0,nonspam
1,98.240463,35.7094,35.7094,6.150849,1001,1001,916,916,916,993,993,117,117,0.000002,0.000002,0.392947,0.392947,2,2,3,3,3,3,4,4,0.000002,0.000002,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,nonspam
0,3.258621,326,3.461539,4.928571,2,14,19,22,23,54514,41,1,13,0,0,0.013741,0.149069,1,1,8,1,19,1,19,8,0,0,0,0,0,0,0,0,nonspam
0,11.165178,9157,2.590909,3.333333,6,39,35,59,88,32139,257,1,22,0,0,0.039483,0.191847,5,1,6,3,6,4,74,3,0,0,0,0,0,0,0,0,nonspam
0,13.333333,22,1.5,1.590909,2,22,23,23,23,23,23,1,18,0,0,1.265166,0.055333,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,0.524331,1422.25,1422.25,14.634409,93,93,93,93,99,1591,1591,12,12,0,0,0.308177,0.308177,2,2,2,2,4,4,9,9,0,0,0,0,0,0,0,0,nonspam
1,0.5,0,0,7,1,1,3,3,42,776,776,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,nonspam
0,16.988764,14.333333,1.653846,1.571429,5,28,28,28,60,271,271,3,26,0,0,0.822944,0.050925,1,1,7,7,7,7,7,7,0,0,0,0,0,0,0,0,nonspam
1,1.235784,0,0,38.525253,99,99,4011,4011,49578,81337,81337,0,0,0,0,0.424304,0.424304,17,17,75,75,139,139,425,425,0,0,0,0,0,0,0,0,nonspam
1,1211.893311,40582.722656,40582.722656,39.129967,90855,90855,75208,75208,136277,635963,635963,57,57,0.000011,0.000011,0.174252,0.174252,17,17,75,75,397,397,1063,1063,0.000011,0.000011,0.00001,0.00001,0.000009,0.000009,0.000008,0.000008,nonspam
1,2.31016,10.571428,10.571428,8.285714,21,21,19,19,19,19,19,13,13,0,0,0.190027,0.190027,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,0.01571,614.125,614.125,1,1,1,501,501,838,2500,2500,7,7,0,0,0,0,2,2,2,2,19,19,42,42,0,0,0,0,0,0,0,0,nonspam
1,457.396393,11526.894531,11526.894531,22.838121,25550,25550,25069,25069,30828,48808,48808,37,37,0.000008,0.000008,0.174567,0.174567,3,3,23,23,108,108,356,356,0.000009,0.000009,0.000008,0.000008,0.000008,0.000008,0.000007,0.000007,nonspam
0,34.063747,26308.125,57.96154,9.755753,21,565,135,542,542,13300,565,8,26,0,0,0.209176,0.185358,7,1,12,1,12,1,31,1,0,0,0,0,0,0,0,0,nonspam
1,2.022472,44.846153,44.846153,36.446808,94,94,334,334,52254,99457,99457,12,12,0,0,0.604101,0.604101,17,17,22,22,21,21,314,314,0,0,0,0,0,0,0,0,nonspam
1,0.047872,0,0,60.333332,3,3,9,9,486,94674,94674,0,0,0,0,1.013114,1.013114,1,1,4,4,98,98,147,147,0,0,0,0,0,0,0,0,nonspam
1,3.061914,8.3125,8.3125,9.451612,31,31,83,83,86,340,340,15,15,0,0,0.126009,0.126009,2,2,2,2,4,4,113,113,0,0,0,0,0,0,0,0,nonspam
1,1.016807,2.25,2.25,11.714286,7,7,20,20,838,12282,12282,4,4,0,0,0.030587,0.030587,3,3,5,5,5,5,22,22,0,0,0,0,0,0,0,0,nonspam
1,0.741994,102.163933,102.163933,198.666672,15,15,115,115,1296,4191,4191,121,121,0,0,0.16623,0.16623,5,5,75,75,116,116,221,221,0,0,0,0,0,0,0,0,spam
1,0.028356,1114.105225,1114.105225,11.125,8,8,23,23,14673,74222,74222,18,18,0,0,0.389813,0.389813,3,3,3,3,397,397,508,508,0,0,0,0,0,0,0,0,nonspam
1,442.688354,14838.795898,14838.795898,52.957031,46850,46850,62654,62654,125309,408833,408833,102,102,0.000008,0.000008,0.214897,0.214897,17,17,48,48,168,168,556,556,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,spam
1,0.235294,3,3,9,1,1,4,4,69,1154,1154,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
0,191.79628,23365.5,17001.830078,43.423485,5,16768,77,23829,23829,7824,23829,4,40,0,0.000007,0.225344,0.165198,3,1,4,1,4,5,4,5,0,0.000009,0,0.000009,0,0.000009,0,0.000008,nonspam
1,8.69697,23.875,23.875,13.638889,180,180,410,410,26302,64871,64871,23,23,0,0,0.563534,0.563534,6,6,75,75,59,59,326,326,0,0,0,0,0,0,0,0,nonspam
1,0.193676,0,0,29.285715,7,7,53,53,327,16552,16552,0,0,0,0,0.264364,0.264364,4,4,9,9,9,9,29,29,0,0,0,0,0,0,0,0,nonspam
1,0.045102,969,969,36,7,7,116,116,1388,46483,46483,1,1,0,0,0.994848,0.994848,4,4,5,5,5,5,5,5,0,0,0,0,0,0,0,0,nonspam
0,1.121495,7,5.142857,6.428571,5,7,18,14,19,1239,102,1,6,0,0,0.328011,0.048775,3,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
0,2.241927,90.714287,79.625,28.864584,97,96,128,116,128,551,148,27,32,0,0,0.781733,0.785444,3,1,3,3,12,3,12,12,0,0,0,0,0,0,0,0,nonspam
1,1.846919,5.625,5.625,139.319473,385,385,11368,11368,22736,156689,156689,7,7,0,0,0.731144,0.731144,10,10,18,18,62,62,105,105,0,0,0,0,0,0,0,0,nonspam
0,0.166667,1.8,0,1,2,1,30,7,9,3040,36,5,0,0,0,0.146188,0,2,1,2,1,2,3,14,3,0,0,0,0,0,0,0,0,nonspam
0,5.948001,134,88.962959,13.122994,85,187,6650,633,8214,93211,38833,24,26,0,0,1.368545,0.670908,10,3,16,17,59,30,169,78,0,0.000001,0,0.000001,0,0.000001,0,0,nonspam
0,1.787703,21.9,26.304348,19.25,52,44,159,71,253,42446,5311,29,23,0,0,0.387501,0.286457,6,2,14,14,27,14,30,27,0,0,0,0,0,0,0,0,nonspam
1,0.035329,1,1,194.600006,5,5,41,41,2975,9800,9800,1,1,0,0,0.711207,0.711207,4,4,15,15,27,27,41,41,0,0,0,0,0,0,0,0,nonspam
1,0.77551,34.099998,34.099998,20.235294,17,17,158,158,4777,142622,142622,19,19,0,0,0.636007,0.636007,4,4,10,10,187,187,402,402,0,0,0,0,0,0,0,0,nonspam
1,0.293333,80.888885,80.888885,29.916666,12,12,119,119,5290,142622,142622,8,8,0,0,0.781242,0.781242,6,6,11,11,187,187,436,436,0,0,0,0,0,0,0,0,nonspam
1,0.065574,0,0,76.5,6,6,70,70,2978,51989,51989,0,0,0,0,0.144889,0.144889,5,5,5,5,5,5,47,47,0,0,0,0,0,0,0,0,nonspam
1,0.001029,45233.300781,45233.300781,37.8125,16,16,43277,43277,52486,72426,72426,10,10,0,0,1.937261,1.937261,4,4,6,6,18,18,583,583,0,0,0,0,0,0,0,0,nonspam
1,7.847536,35.607841,35.607841,38.65876,548,548,575,575,595,2005,2005,51,51,0,0,0.048375,0.048375,1,1,7,7,7,7,7,7,0,0,0,0,0,0,0,0,spam
1,5.694786,2.4375,2.4375,8.152174,46,46,145,145,4322,29346,29346,31,31,0,0,0.206105,0.206105,3,3,4,4,7,7,368,368,0,0,0,0,0,0,0,0,nonspam
